iter	RMSE
390	5.316424332
391	5.315263639
392	5.313717928
393	5.310858178
394	5.308035411
395	5.307334918
396	5.304085362
397	5.301661675
398	5.298887819
399	5.296749236
400	5.29436119
401	5.29158979
402	5.289693055
403	5.2868056
404	5.284909013
405	5.282759368
406	5.280450974
407	5.278618827
408	5.276602361
409	5.27377063
410	5.270881056
411	5.268832692
412	5.267278686
413	5.265215792
414	5.26311518
415	5.261180537
416	5.25874805
417	5.257195059
418	5.254794939
419	5.252647545
420	5.250749102
421	5.248097216
422	5.24566999
423	5.243759426
424	5.241423002
425	5.240096604
426	5.238811652
427	5.237122631
428	5.234914298
429	5.232782371
430	5.230834538
431	5.228713245
432	5.226854868
433	5.22570501
434	5.224238241
435	5.222101558
436	5.220069654
437	5.217393929
438	5.215203411
439	5.213193355
440	5.21151134
441	5.210031607
442	5.207417131
443	5.20513401
444	5.203351298
445	5.201190135
446	5.199104715
447	5.196975849
448	5.195347933
449	5.19399529
450	5.192529596
451	5.190672877
452	5.188796967
453	5.187134157
454	5.18507383
455	5.183200294
456	5.181090577
457	5.179298726
458	5.178019961
459	5.176878487
460	5.174342076
461	5.172647465
462	5.170765674
463	5.168189118
464	5.165572215
465	5.163909489
466	5.162444391
467	5.162143637
468	5.160407357
469	5.158056502
470	5.156405711
471	5.155021423
472	5.153512458
473	5.152314275
474	5.149834312
475	5.148874574
476	5.14693114
477	5.144977742
478	5.143520003
479	5.142629304
480	5.141954349
481	5.140300529
482	5.138737068
483	5.137390345
484	5.13557279
485	5.133902359
486	5.132197021
487	5.130865643
488	5.129311383
489	5.127077953
490	5.125067882
491	5.123720286
492	5.122278467
493	5.120487815
494	5.118934624
495	5.117935082
496	5.117145254
497	5.115939743
498	5.114400805
499	5.112453492
500	5.110370718
501	5.107978519
502	5.107627353
503	5.106803358
504	5.105523847
505	5.10318133
506	5.10220524
507	5.100199793
508	5.099084044
509	5.098200487
510	5.096987159
511	5.095461047
512	5.093321403
513	5.092173103
514	5.090485771
515	5.089665378
516	5.088513038
517	5.086058856
518	5.084630135
519	5.083053846
520	5.081425781
521	5.079211845
522	5.077752697
523	5.077425261
524	5.075789768
525	5.07390962
526	5.0724629
527	5.070737898
528	5.069722177
529	5.067838386
530	5.066707585
531	5.065863817
532	5.064462359
533	5.063405401
534	5.062079861
535	5.059642102
536	5.058892055
537	5.058243836
538	5.056889376
539	5.055231136
540	5.05438993
541	5.052572355
542	5.051087471
543	5.049979839
544	5.048024014
545	5.046097435
546	5.045278546
547	5.04355821
548	5.042245973
549	5.0408828
550	5.040380126
551	5.039539406
552	5.038874505
553	5.037763337
554	5.03681938
555	5.034872817
556	5.033827892
557	5.032963703
558	5.032047222
559	5.030802381
560	5.02955863
561	5.029058028
562	5.028313535
563	5.027474795
564	5.026811979
565	5.025734174
566	5.024537601
567	5.02327205
568	5.022706067
569	5.021764991
570	5.020894478
571	5.019195082
572	5.018133205
573	5.017330738
574	5.015448407
575	5.014515821
576	5.012598766
577	5.011487925
578	5.010840592
579	5.008792544
580	5.007258746
581	5.005810383
582	5.004177917
583	5.003504776
584	5.002245041
585	5.001280607
586	5.000344694
587	4.999020539
588	4.99733548
589	4.996033756
590	4.994929282
591	4.993431306
592	4.991819478
593	4.99131364
594	4.99060663
595	4.990061557
596	4.9896244
597	4.988514613
598	4.987677978
599	4.986164272
600	4.984628905
601	4.983197103
602	4.981333471
603	4.98007316
604	4.978974063
605	4.977702141
606	4.976255974
607	4.975251208
608	4.973989767
609	4.972632578
610	4.971085642
611	4.970106708
612	4.9688914
613	4.967724579
614	4.967276108
615	4.966406607
616	4.96556499
617	4.964831578
618	4.962701862
619	4.961873227
620	4.960679044
621	4.959859682
622	4.958555177
623	4.957338636
624	4.956364146
625	4.955124366
626	4.954042374
627	4.952196592
628	4.950970368
629	4.950206105
630	4.949231955
631	4.947619852
632	4.946174882
633	4.943997068
634	4.942712275
635	4.941127178
636	4.940314261
637	4.939018032
638	4.938437544
639	4.937603213
640	4.936284034
641	4.93553121
642	4.934078286
643	4.932451832
644	4.931118643
645	4.929765939
646	4.929550134
647	4.928424779
648	4.927183289
649	4.926431439
650	4.92598347
651	4.9248086
652	4.923623279
653	4.92207644
654	4.920834335
655	4.919426377
656	4.918207664
657	4.917486643
658	4.916665258
659	4.915461627
660	4.914823461
661	4.914048797
662	4.913511261
663	4.911919115
664	4.910871969
665	4.90950053
666	4.908501919
667	4.907790497
668	4.90681902
669	4.905987141
670	4.905507147
671	4.904255705
672	4.903116942
673	4.901741918
674	4.900500005
675	4.899708124
676	4.898467877
677	4.897170276
678	4.895792979
679	4.894608292
680	4.893450432
681	4.892357215
682	4.891355905
683	4.890231057
684	4.88915459
685	4.88820186
686	4.887558208
687	4.886658413
688	4.885795995
689	4.884995331
690	4.883886515
691	4.883517879
692	4.882546531
693	4.881153605
694	4.880336108
695	4.879083623
696	4.878103525
697	4.877607817
698	4.876618036
699	4.876118675
700	4.875626887
701	4.873813669
702	4.873217563
703	4.871938725
704	4.87093555
705	4.870552536
706	4.869732832
707	4.868625552
708	4.8671025
709	4.866043181
710	4.865602307
711	4.864579579
712	4.863335689
713	4.862101239
714	4.861442477
715	4.860773381
716	4.859548651
717	4.858352529
718	4.857392666
719	4.856075737
720	4.855160442
721	4.854509639
722	4.85382735
723	4.852887966
724	4.852092297
725	4.850910464
726	4.850089342
727	4.848667665
728	4.847845515
729	4.846709388
730	4.845840874
731	4.844659451
732	4.843045012
733	4.842306456
734	4.841128005
735	4.840171506
736	4.838834781
737	4.837307353
738	4.836721985
739	4.835434434
740	4.834207756
741	4.833443742
742	4.832870765
743	4.8312378
744	4.830062237
745	4.828777448
746	4.828047391
747	4.827520264
748	4.825944838
749	4.825257983
750	4.824519712
751	4.823861052
752	4.823509339
753	4.822770266
754	4.822035821
755	4.821532075
756	4.820390576
757	4.81904874
758	4.817726388
759	4.816986996
760	4.815313549
761	4.814320418
762	4.812922893
763	4.812436018
764	4.811539197
765	4.810488455
766	4.809854492
767	4.809253261
768	4.808110821
769	4.807056457
770	4.805783138
771	4.804577939
772	4.803808703
773	4.802776367
774	4.801633905
775	4.800975588
776	4.800255174
777	4.79909934
778	4.798225036
779	4.797507015
780	4.796933332
781	4.79586742
782	4.795451783
783	4.794797142
784	4.793705566
785	4.792759312
786	4.791598082
787	4.790919
788	4.789942961
789	4.789044195
790	4.788222307
791	4.787179438
792	4.785796889
793	4.784978586
794	4.783931507
795	4.783050417
796	4.782095939
797	4.781092398
798	4.78038478
799	4.779495884
800	4.778088102
801	4.777100815
802	4.775873234
803	4.775018177
804	4.77324769
805	4.772533862
806	4.771615271
807	4.770235806
808	4.768471627
809	4.767868234
810	4.76661103
811	4.766250397
812	4.764828654
813	4.763490763
814	4.762632856
815	4.762001017
816	4.761426003
817	4.760728276
818	4.758978094
819	4.75789429
820	4.756812862
821	4.755653334
822	4.755371113
823	4.754395632
824	4.753948598
825	4.753191259
826	4.752484515
827	4.751961809
828	4.751004071
829	4.750629821
830	4.749349594
831	4.748121568
832	4.746945354
833	4.746045906
834	4.744337748
835	4.742751976
836	4.741222505
837	4.740476259
838	4.739863366
839	4.739215905
840	4.738874761
841	4.737969995
842	4.737419696
843	4.735304565
844	4.734448843
845	4.733191105
846	4.732424282
847	4.732018489
848	4.731013046
849	4.730394633
850	4.728438281
851	4.72801872
852	4.727254367
853	4.726479159
854	4.725495013
855	4.724537391
856	4.723906641
857	4.723324869
858	4.722501877
859	4.721399326
860	4.719860798
861	4.719134514
862	4.717965675
863	4.71679311
864	4.716412916
865	4.715497226
866	4.714303974
867	4.713541935
868	4.712996414
869	4.711884767
870	4.711548851
871	4.710663865
872	4.709874998
873	4.709514508
874	4.708110499
875	4.707629943
876	4.706724066
877	4.705601809
878	4.704272962
879	4.703023894
880	4.702043493
881	4.70124534
882	4.700324059
883	4.699217681
884	4.698781982
885	4.697985999
886	4.697409456
887	4.696377959
888	4.695407963
889	4.694425314
890	4.69381473
891	4.692656317
892	4.691330077
893	4.690847999
894	4.690306248
895	4.689835621
896	4.688922727
897	4.687761891
898	4.686273513
899	4.685825867
900	4.685072825
901	4.684449081
902	4.683940924
903	4.683481694
904	4.683129801
905	4.683026485
906	4.681897633
907	4.681358668
908	4.680591423
909	4.680564178
910	4.679882167
911	4.679312862
912	4.678485691
913	4.677449347
914	4.676289326
915	4.675361576
916	4.674090539
917	4.673585931
918	4.672135273
919	4.67163556
920	4.670369884
921	4.66931487
922	4.669140111
923	4.668700155
924	4.668487875
925	4.668146099
926	4.667749739
927	4.667258025
928	4.666737123
929	4.665791482
930	4.665049323
931	4.664229193
932	4.663564708
933	4.662752553
934	4.66196963
935	4.661488211
936	4.660520444
937	4.659779473
938	4.659250491
939	4.657830139
940	4.657189297
941	4.656199742
942	4.654894162
943	4.653576648
944	4.653490615
945	4.652546341
946	4.651409146
947	4.650774222
948	4.649697694
949	4.64868688
950	4.648468701
951	4.647567631
952	4.646604619
953	4.646242311
954	4.645920409
955	4.64512147
956	4.644717122
957	4.643638991
958	4.642990712
959	4.64185513
960	4.641116808
961	4.63966389
962	4.639199489
963	4.639094876
964	4.638679859
965	4.637850384
966	4.636539529
967	4.635340467
968	4.634537583
969	4.634083936
970	4.633521652
971	4.632872976
972	4.632057514
973	4.630624357
974	4.629612929
975	4.629482951
976	4.629325565
977	4.62915692
978	4.628064378
979	4.627636727
980	4.62736604
981	4.626274087
982	4.626199101
983	4.626035586
984	4.625936957
985	4.625020819
986	4.6239558
987	4.623182868
988	4.622844534
989	4.622440166
990	4.621946561
991	4.621337776
992	4.620849277
993	4.619944796
994	4.619008252
995	4.617759889
996	4.617002583
997	4.616301379
998	4.616207672
999	4.6153646
